ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"190.14.155.198","elite","AS52356","CR","R&H Telecom - Red WLAN","195","R&H Telecom - VOCEX","5678","socks4","4998","1","2023-10-13T15:03:23.233Z","28","1187","4313"
"185.209.177.12","elite","AS396356","US","Latitude.sh","144","Latitude.sh","46925","socks5","4913","1","2023-10-13T15:03:23.243Z","100","4357","4368"
"110.77.236.235","elite","AS131090","TH","CAT Telecom Public Company Limited","292","CAT BBviaOnnet","4153","socks4","5000","85","2023-10-13T15:03:23.234Z","83","3652","4396"
"83.143.24.29","elite","AS37678","BW","BOTSWANA FIBRE NETWORKS (Proprietary) Limited","197","Vbn Core","5678","socks4","5096","1","2023-10-13T15:03:23.236Z","98","4201","4277"
"154.113.161.129","elite","AS37282","NG","Mainone Cable Company","129","Mainone Cable Company","5678","socks4","3618","1","2023-10-13T15:03:23.241Z","100","4316","4321"
"103.54.221.122","elite","AS134021","IN","Airgenie Communications Private Limited","190","Airgenie Communications Private Limited","53281","socks4","5201","1","2023-10-13T15:03:23.237Z","98","4328","4396"
"173.212.220.213","elite","AS51167","DE","Contabo GmbH","86","Contabo GmbH","20939","socks5","4202","1","2023-10-13T15:03:19.745Z","48","2096","4383"
"172.67.253.69","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","2602","2","2023-10-13T15:03:19.641Z","100","4340","4341"
"128.199.214.87","elite","AS14061","SG","DigitalOcean, LLC","164","DigitalOcean, LLC","3128","socks5","5013","1","2023-10-13T15:03:19.635Z","46","1985","4281"
"185.32.6.121","elite","AS60645","PL","AS Consulting Sp. z o. o.","39","Data center","4153","socks4","4997","1","2023-10-13T15:03:19.633Z","99","4337","4397"
"103.47.93.231","elite","AS134058","IN","Broban Internet Services Pvt.ltd","155","Broban  PVT Ltd.","1080","socks4","4602","1","2023-10-13T15:03:19.642Z","99","4309","4342"
"51.210.21.189","elite","AS16276","FR","OVH SAS","6","EL Zayat Hadi","1080","socks5","3502","1","2023-10-13T15:03:19.650Z","99","4373","4415"
"138.68.135.103","elite","AS14061","GB","DigitalOcean, LLC","85","DigitalOcean, LLC","3128","socks5","4501","1","2023-10-13T15:03:19.638Z","93","3952","4254"
"194.113.73.38","elite","AS25697","US","UpCloud USA Inc","88","Upcloud US Nyc1","9331","socks4","4592","1","2023-10-13T15:03:19.743Z","22","963","4367"
"185.204.197.25","elite","AS60631","IR","Pars Parva System LLC","93","Pars Parva System LLC","8080","socks4","4702","1","2023-10-13T15:03:19.647Z","97","4150","4286"
"202.159.107.1","elite","AS9340","ID","PT IndoInternet","213","N/A","443","socks4","4298","1","2023-10-13T15:03:16.033Z","100","4310","4320"
"82.115.16.167","elite","AS212552","DE","BitCommand LLC","19","BitCommand LLC","3005","socks5","4694","85","2023-10-13T15:03:16.035Z","77","3355","4370"
"170.79.90.248","elite","AS262186","CO","TV AZTECA SUCURSAL COLOMBIA","192","TV AZTECA SUCURSAL COLOMBIA","8080","socks4","5012","1","2023-10-13T15:03:16.036Z","99","4235","4299"
"27.72.29.7","elite","AS7552","VN","Viettel Group","300","VIETTEL","5678","socks4","4786","1","2023-10-13T15:03:15.948Z","100","4223","4242"
"103.58.16.57","elite","AS134202","MY","E-world Communication SDN BHD","194","E-world Communication SDN BHD","4145","socks4","4997","82","2023-10-13T15:03:15.951Z","99","4316","4358"
"185.67.100.105","elite","AS34636","IR","Laser Company Ltd","87","Laser IDC","4153","socks4","5101","1","2023-10-13T15:03:15.953Z","100","4312","4332"
"103.196.136.158","elite","AS134707","PH","Royal Cablevision Corp.","197","Royal Cablevision Corp","7497","socks5","3804","1","2023-10-13T15:03:12.351Z","96","4192","4349"
"70.32.25.146","elite","AS55293","US","A2 Hosting, Inc.","90","A2 Hosting, Inc.","36546","socks4","4698","1","2023-10-13T15:03:12.452Z","100","4245","4252"
"185.171.54.36","elite","AS44285","IR","Shahrad","104","N/A","4153","socks4","5092","1","2023-10-13T15:03:12.435Z","95","4138","4342"
"103.94.8.53","elite","AS45722","ID","INTERSATNET","289","N/A","5678","socks4","4899","1","2023-10-13T15:03:12.436Z","96","4157","4323"
"93.19.123.228","elite","AS15557","FR","Societe Francaise Du Radiotelephone - SFR SA","7","SFR SA","3128","socks5","3798","1","2023-10-13T15:03:12.350Z","85","3594","4228"
"46.28.72.70","elite","AS44285","IR","Sefroyek Pardaz Engineering Co. LTD","107","Sefroyek Pardaz Engineering Company","4153","socks4","4701","1","2023-10-13T15:03:12.438Z","98","4226","4330"
"103.66.233.225","elite","AS134014","IN","NET 4 U SERVICES","143","N/A","4145","socks4","5087","1","2023-10-13T15:03:12.434Z","99","4287","4317"
"47.242.146.5","elite","AS45102","HK","Alibaba.com LLC","241","Hong Kong","22722","socks4","4902","1","2023-10-13T15:03:08.639Z","90","3925","4349"
"192.3.158.51","elite","AS36352","US","ColoCrossing","195","RackNerd LLC","1080","socks4","3081","1","2023-10-13T15:03:08.552Z","54","2300","4276"
"103.23.100.1","elite","AS58400","ID","Universitas Negeri Semarang, y","201","UNNES","4145","socks5","3492","1","2023-10-13T15:03:08.635Z","100","4321","4332"
"177.72.115.25","elite","AS262558","BR","Prompt Brasil Solucoes EM TI Ltda","194","Prompt Brasil Solucoes EM TI Ltda","31164","socks4","5200","2","2023-10-13T15:03:08.549Z","100","4373","4394"
"203.30.189.85","elite","AS209242","BZ","Cloudflare London, LLC","11","Umpire Associates LTD","80","socks4","4296","1","2023-10-13T15:03:08.638Z","100","4394","4394"
"202.52.237.117","elite","AS4613","NP","Mercantile Office Systems","196","Mercantile Communications Pvt Ltd","8080","socks4","2912","1","2023-10-13T15:03:04.239Z","99","4219","4255"
"191.96.49.100","elite","AS19844","US","SBA Edge, LLC","99","Ipxo","3389","socks4","1585","1","2023-10-13T15:03:04.241Z","95","4080","4305"
"38.127.173.171","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","42908","socks5","4201","1","2023-10-13T15:03:04.436Z","100","4270","4276"
"51.68.83.207","elite","AS16276","FR","OVH SAS","10","OVH","45966","socks4","4903","78","2023-10-13T15:03:04.340Z","100","4385","4385"
"179.51.162.8","elite","AS272008","PE","Telecable Central Network Sociedad Anonima Cerrada","202","Telecable Central Network Sociedad Anonima Cerrada","9898","socks4","4809","1","2023-10-13T15:03:04.236Z","90","3892","4334"
"131.161.223.20","elite","AS270049","EC","Marvicnet CIA Ltda","187","Marvicnet CIA Ltda","5678","socks4","4098","1","2023-10-13T15:03:04.238Z","100","4306","4306"
"131.108.118.27","elite","AS264353","BR","Catalão Bandnet Serviços Multimídia LTDA - ME","289","Catalão Bandnet Serviços Multimídia LTDA - ME","2022","socks4","1994","1","2023-10-13T15:03:04.242Z","99","4264","4294"
"103.124.137.158","elite","AS138089","ID","Global Media Data Prima","211","N/A","1080","socks4","438","1","2023-10-13T15:03:00.545Z","39","1684","4346"
"181.78.13.94","elite","AS52468","CO","IFX Networks Argentina S.R.L","194","UFINET COLOMBIA, S. A","5678","socks4","4583","83","2023-10-13T15:03:00.540Z","99","4364","4398"
"105.235.193.226","elite","AS37269","NG","Information Connectivity Solutions Limited","191","N/A","44624","socks4","2287","1","2023-10-13T15:03:00.547Z","63","2686","4230"
"8.210.252.121","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","241","Alibaba.com Singapore E-Commerce Private Limited","48091","socks5","4902","1","2023-10-13T15:02:56.841Z","93","4037","4344"
"37.235.31.27","elite","AS206065","IR","Farabord Dadeh Haye Iranian Co.","121","N/A","9091","socks5","4906","1","2023-10-13T15:02:56.840Z","97","4042","4156"
"45.77.210.72","elite","AS20473","US","The Constant Company","184","Vultr Holdings, LLC","11874","socks5","3205","1","2023-10-13T15:02:56.839Z","57","2459","4296"
"94.154.31.136","elite","AS197833","PL","Slawomir Zapart trading as ZAPNET KAROL ZAPART Sp.j","45","ZapNet Karol Zapart sj","2114","socks4","3990","1","2023-10-13T15:02:56.940Z","92","4024","4358"
"58.140.227.173","elite","AS10036","KR","DLIVE","233","DLIVE Guro Cable TV","3128","socks5","5193","1","2023-10-13T15:02:56.837Z","84","3592","4292"
"178.212.48.23","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","99","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","5092","1","2023-10-13T15:02:56.942Z","100","4371","4390"
"200.212.2.73","elite","AS4230","BR","Claro S.A.","208","Claro S.A","61283","socks4","4910","83","2023-10-13T15:02:56.838Z","99","4342","4384"
"43.153.81.168","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","187","Tencent Cloud Computing","443","socks4","1890","1","2023-10-13T15:02:56.751Z","92","3975","4327"
"147.161.166.35","elite","AS62044","GB","Zscaler LON3","8","Zscaler, Inc.","10326","socks4","100","1","2023-10-13T15:02:53.241Z","97","4143","4265"
"201.222.55.18","elite","AS28103","PY","TECNOLOGIA EN ELECTRONICA E INFORMATICA SOCIEDAD ANONIMA (T.E.I.S.A)","291","TECNOLOGIA EN ELECTRONICA E INFORMATICA SOCIEDAD ANONIMA (T.E.I.S.A)","8080","socks5","4306","82","2023-10-13T15:02:53.251Z","99","4330","4369"
"103.47.93.203","elite","AS134058","IN","Broban Internet Services Pvt.ltd","183","Broban  PVT Ltd.","1080","socks4","4206","1","2023-10-13T15:02:53.246Z","99","4285","4313"
"89.216.52.217","elite","AS31042","RS","Serbia Broadband","86","N/A","4153","socks4","2800","1","2023-10-13T15:02:53.245Z","100","4276","4284"
"103.66.233.185","elite","AS134014","IN","NET 4 U SERVICES","144","N/A","4145","socks4","2993","1","2023-10-13T15:02:53.240Z","98","4320","4398"
"103.66.233.153","elite","AS134014","IN","NET 4 U SERVICES","185","N/A","4145","socks4","291","1","2023-10-13T15:02:49.647Z","99","4261","4286"
"182.160.125.148","elite","AS24323","BD","Aamra Networks Limited","189","N/A","8080","socks4","4803","1","2023-10-13T15:02:49.644Z","95","4064","4293"
"51.91.20.19","elite","AS16276","FR","OVH SAS","6","OVH","21907","socks5","5095","1","2023-10-13T15:02:46.150Z","100","4282","4282"
"201.76.9.26","elite","AS28642","BR","Contato Internet EIRELI","284","Contato Internet EIRELI","4145","socks4","3603","1","2023-10-13T15:02:46.053Z","100","4335","4356"
"119.202.6.231","elite","AS4766","KR","Korea Telecom","283","Korea Telecom","1080","socks4","4703","2","2023-10-13T15:02:46.136Z","95","4080","4295"
"212.34.239.253","elite","AS44395","AM","Ucom CJSC","70","Ucom Gpon Subs","1080","socks4","4601","1","2023-10-13T15:02:46.047Z","100","4370","4382"
"172.96.172.149","elite","AS23470","US","ReliableSite.Net LLC","101","ReliableSite.Net LLC","59400","socks4","4803","1","2023-10-13T15:02:46.049Z","97","4169","4276"
"87.251.152.225","elite","AS58224","IR","Iran Telecommunication Company PJS","97","Iran Telecommunication Company PJS","8080","socks4","4700","1","2023-10-13T15:02:46.052Z","32","1372","4281"
"80.191.169.76","elite","AS58224","IR","Information Technology Company","107","Azad University of Anar","4145","socks4","4405","1","2023-10-13T15:02:46.048Z","91","3990","4381"
"187.85.154.18","elite","AS53062","BR","Ggnet Telecom Backbone","208","Ggnet Telecom Backbone","5678","socks4","3910","1","2023-10-13T15:02:46.054Z","99","4183","4207"
"172.104.154.229","elite","AS63949","DE","Akamai Technologies","15","Linode","1082","socks5","4792","2","2023-10-13T15:02:46.149Z","100","4329","4329"
"1.1.237.88","elite","AS23969","TH","TOT Public Company Limited","157","TOT Public Company Limited","4145","socks4","5095","1","2023-10-13T15:02:46.488Z","36","1561","4381"
"103.78.54.10","elite","AS135654","BD","Internet @ Home Limited","189","N/A","4153","socks4","4602","1","2023-10-13T15:02:46.489Z","93","4083","4383"
"202.124.46.102","elite","AS9902","KH","NeocomISP Limited","205","NeocomISP Limited","4145","socks4","1296","1","2023-10-13T15:02:46.046Z","99","4347","4375"
"192.12.113.232","elite","AS61942","BR","Turbonet Telecom Ltda","194","Turbonet Telecom Ltda","4145","socks4","4903","2","2023-10-13T15:02:46.488Z","81","3545","4358"
"200.109.65.110","elite","AS8048","VE","CANTV Servicios, Venezuela","185","CANTV Servicios, Venezuela","4153","socks4","3484","1","2023-10-13T15:02:46.135Z","96","4174","4363"
"177.38.182.166","elite","AS52971","BR","Micks Telecom Eireli","289","Prefeitura Municipal de Guanambi","5678","socks4","5094","1","2023-10-13T15:02:42.440Z","99","4340","4370"
"117.10.124.11","elite","AS4837","CN","CNC Group CHINA169 Tianjin Province Network","391","N/A","1080","socks4","3799","82","2023-10-13T15:02:42.442Z","71","3053","4308"
"88.255.185.233","elite","AS9121","TR","Turk Telekomunikasyon Anonim Sirketi","82","Hatnet Bilgi Iletisim Teknolojileri ve Ticared LTD","1082","socks4","4696","1","2023-10-13T15:02:39.049Z","17","718","4296"
"119.40.82.210","elite","AS24122","BD","BDCOM Online Limited","170","Bdcom","35805","socks4","1701","1","2023-10-13T15:02:39.034Z","99","4206","4252"
"129.205.121.196","elite","AS37148","NG","Globacom Limited","105","Enterpise Phc2","5678","socks4","5008","1","2023-10-13T15:02:39.048Z","36","1527","4268"
"51.38.231.41","elite","AS16276","FR","OVH SAS","6","OVH","80","socks4","4902","1","2023-10-13T15:02:38.946Z","48","2112","4361"
"167.71.164.35","elite","AS14061","US","DigitalOcean, LLC","82","DigitalOcean, LLC","46303","socks4","5093","1","2023-10-13T15:02:38.950Z","95","4107","4302"
"139.59.93.221","elite","AS14061","IN","DIGITALOCEAN","150","DigitalOcean, LLC","13193","socks5","5199","1","2023-10-13T15:02:38.952Z","99","4307","4335"
"182.46.115.85","elite","AS4134","CN","Chinanet","190","Chinanet SD","9999","socks4","5089","1","2023-10-13T15:02:38.949Z","48","2059","4331"
"217.115.115.247","elite","AS30900","IE","Sternforth Ltd. trading as WebWorld","86","Webworld","56792","socks5","4209","1","2023-10-13T15:02:38.954Z","95","4136","4361"
"192.3.54.198","elite","AS36352","US","ColoCrossing","98","RackNerd LLC","3128","socks4","2218","1","2023-10-13T15:02:36.984Z","100","4416","4416"
"202.144.157.1","elite","AS18024","BT","Bhutan Telecom Ltd","177","SCC","9009","socks4","4890","1","2023-10-13T15:02:36.892Z","97","4251","4368"
"185.220.226.128","elite","AS205585","TR","Noyan Abr Arvan Co. ( Private Joint Stock)","51","Noyan Abr Arvan Co. ( Private Joint Stock)","808","socks5","4594","1","2023-10-13T15:02:36.890Z","89","3783","4247"
"79.154.160.181","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","25","N/A","4145","socks4","4798","1","2023-10-13T15:02:36.893Z","100","4326","4328"
"36.83.78.197","elite","AS7713","ID","PT. TELKOM INDONESIA","279","N/A","8080","socks4","4908","1","2023-10-13T15:02:36.891Z","76","3249","4271"
"45.112.125.58","elite","AS58369","ID","FIBERNET","165","N/A","4145","socks4","4496","2","2023-10-13T15:02:36.888Z","99","4194","4236"
"103.12.246.105","elite","AS134941","IN","Instant Cable Network PVT LTD","189","Instant Cable Network PVT LTD","4145","socks4","1103","78","2023-10-13T15:02:36.893Z","99","4319","4350"
"162.12.217.30","elite","AS204902","FR","Weelax","192","XIWO","3629","socks4","1101","1","2023-10-13T15:02:35.439Z","99","4230","4292"
"103.120.135.229","elite","AS38235","KH","Angkor Data Communication","199","N/A","33427","socks5","4897","1","2023-10-13T15:02:35.441Z","99","4184","4235"
"167.99.80.74","elite","AS14061","GB","DigitalOcean, LLC","13","DigitalOcean, LLC","8080","socks4","4994","1","2023-10-13T15:02:35.443Z","100","4296","4305"
"95.182.78.7","elite","AS50648","UA","PE UAinet","63","PE UAinet","5678","socks4","4397","1","2023-10-13T15:02:31.843Z","99","4383","4407"
"117.241.132.95","elite","AS9829","IN","BSNL Internet","196","N/A","5678","socks4","5097","79","2023-10-13T15:02:31.841Z","96","4206","4375"
"177.128.120.85","elite","AS52870","BR","Disk Sistema Tele-Informatica Ltda- ME","228","Disk Sistema Tele-Informatica Ltda- ME","5678","socks4","1708","1","2023-10-13T15:02:31.847Z","99","4259","4306"
"45.8.107.115","elite","AS209242","DE","Cloudflare London, LLC","14","Araxio Development N.V","80","socks5","4307","1","2023-10-13T15:02:31.844Z","100","4329","4329"
"192.81.225.9","elite","AS32678","CA","Fidalia Networks Inc","96","DSA Consultants","33140","socks4","209","1","2023-10-13T15:02:31.950Z","100","4339","4356"
"119.18.159.34","elite","AS55685","ID","PT. Jala Lintas Media","196","N/A","4145","socks4","5191","1","2023-10-13T15:02:31.935Z","99","4249","4283"
"182.253.158.52","elite","AS17451","ID","BIZNET","163","N/A","5678","socks4","5117","1","2023-10-13T15:02:31.949Z","98","4224","4315"
"89.186.1.169","elite","AS39716","PL","Artur Sienkiewicz","98","VIP","5678","socks4","4309","1","2023-10-13T15:02:31.936Z","97","4123","4242"
"45.114.144.199","elite","AS55507","IN","Tejays Dynamic Limited","193","Tejays Dynamic Ltd","32434","socks4","891","1","2023-10-13T15:02:28.252Z","56","2398","4251"
"5.9.14.21","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","30000","socks5","5087","2","2023-10-13T15:02:28.346Z","100","4306","4306"
"200.212.2.71","elite","AS4230","BR","Claro S.A.","206","Claro S.A","61283","socks4","5106","1","2023-10-13T15:02:28.250Z","99","4293","4329"
"218.1.200.156","elite","AS4812","CN","China Telecom","187","N/A","57114","socks4","5001","1","2023-10-13T15:02:28.333Z","50","2125","4279"
"143.202.227.51","elite","AS262346","BR","FP Telecomunicacoes Ltda","285","FP Telecomunicacoes Ltda","4145","socks4","5197","1","2023-10-13T15:02:28.254Z","81","3453","4281"
"37.152.176.95","elite","AS202468","IR","AbrArvan","91","N/A","80","socks4","4912","1","2023-10-13T15:02:27.187Z","77","3234","4227"
"1.2.187.124","elite","AS23969","TH","TOT Public Company Limited","183","TOT Public Company Limited","4145","socks4","1606","2","2023-10-13T15:02:27.175Z","61","2668","4340"
"104.19.217.219","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","1311","1","2023-10-13T15:02:27.090Z","100","4274","4274"
"162.255.108.5","elite","AS54755","US","Desert Winds Wireless","191","Desert Winds Wireless Inc","5678","socks4","4785","1","2023-10-13T15:02:27.089Z","100","4376","4387"
"103.79.96.169","elite","AS64308","ID","PT IndoDev Niaga Internet","193","PT IndoDev Niaga Internet","4153","socks4","5102","1","2023-10-13T15:02:27.086Z","100","4299","4307"
"89.237.33.97","elite","AS20485","RU","multi-origin SUTTK","304","N/A","51549","socks4","4300","1","2023-10-13T15:02:27.090Z","99","4304","4355"
"202.159.35.161","elite","AS9340","ID","PT IndoInternet","189","N/A","443","socks4","3395","1","2023-10-13T15:02:27.088Z","100","4357","4366"
"71.234.197.16","elite","AS7015","US","Comcast Cable Communications, LLC","104","Comcast Cable Communications, Inc.","4600","socks4","2397","1","2023-10-13T15:02:23.642Z","98","4108","4203"
"202.163.72.74","elite","AS9541","PK","Cyber Internet Services (Private) Limited","184","Broadband Services","4153","socks4","4806","1","2023-10-13T15:02:23.937Z","93","4086","4375"
"109.236.88.38","elite","AS49981","NL","WorldStream B.V.","11","Worldstream","30283","socks5","4904","83","2023-10-13T15:02:23.940Z","78","3398","4381"
"45.7.210.199","elite","AS265729","AR","Cooperativa de Servicios Públicos de Porteña LTDA","247","Cooperativa de Servicios Públicos de Porteña LTDA","4153","socks4","4302","1","2023-10-13T15:02:23.737Z","99","4258","4284"
"139.162.100.214","elite","AS63949","JP","Akamai Technologies, Inc.","251","Linode, LLC","18199","socks4","4095","1","2023-10-13T15:02:23.734Z","99","4231","4283"
"190.216.56.177","elite","AS265758","AR","Cooperativa De Obras Y Servicios Publicos De Despenaderos Limitada","284","Level 3 Argentina S.A","4153","socks4","5015","1","2023-10-13T15:02:23.644Z","100","4272","4281"
"118.174.219.165","elite","AS23969","TH","TOT Public Company Limited","185","TOT Public Company Limited","2168","socks5","4098","1","2023-10-13T15:02:23.839Z","94","4121","4380"
"173.212.224.116","elite","AS51167","DE","Contabo GmbH","98","Contabo GmbH","50886","socks5","3890","1","2023-10-13T15:02:20.233Z","100","4326","4344"
"79.127.127.7","elite","AS43754","IR","Asiatech Data Transmission company","85","Asiatech Data Transmission company","1369","socks4","5000","1","2023-10-13T15:02:20.234Z","92","4034","4365"
"193.70.113.238","elite","AS16276","FR","OVH SAS","8","OVH","18545","socks5","4495","1","2023-10-13T15:02:19.951Z","100","4315","4315"
"104.16.106.234","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3804","1","2023-10-13T15:02:19.946Z","100","4406","4407"
"104.18.81.76","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5002","1","2023-10-13T15:02:19.941Z","100","4377","4377"
"183.89.63.31","elite","AS45629","TH","Triple T Broadband Public Company Limited","188","Triple T Broadband Public Company Limited","8080","socks4","4898","1","2023-10-13T15:02:19.939Z","94","4069","4334"
"202.124.43.253","elite","AS9902","KH","NeocomISP Limited","196","NeocomISP Limited","4145","socks4","4897","1","2023-10-13T15:02:19.948Z","99","4178","4213"
"218.185.242.117","elite","AS4809","SG","China Telecom Next Generation Carrier Network","202","CTG","9050","socks4","5087","1","2023-10-13T15:02:17.578Z","100","4374","4374"
"165.90.60.73","elite","AS37675","ZA","SkyWire (PTY) LTD","181","SkyWire (PTY) LTD","4145","socks4","4909","1","2023-10-13T15:02:17.575Z","79","3479","4384"
"172.67.182.38","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","2299","1","2023-10-13T15:02:17.577Z","100","4211","4211"
"119.17.192.97","elite","AS24173","VN","Netnam Corporation","203","NETNAM","1080","socks4","5013","1","2023-10-13T15:02:17.575Z","100","4359","4364"
"173.236.184.128","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","10654","socks4","4401","84","2023-10-13T15:02:17.576Z","100","4208","4216"
"198.199.109.36","elite","AS14061","US","DigitalOcean, LLC","190","DigitalOcean, LLC","31049","socks5","4588","1","2023-10-13T15:02:17.590Z","100","4275","4276"
"45.8.107.47","elite","AS209242","DE","Cloudflare London, LLC","12","Araxio Development N.V","80","socks4","5005","1","2023-10-13T15:02:17.490Z","100","4193","4193"
"190.214.50.158","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","196","Comite De LA Unidad De Hemodialisis De LA Provinci","55617","socks5","4509","84","2023-10-13T15:02:17.490Z","99","4187","4235"
"3.83.166.224","elite","AS14618","US","Amazon Technologies Inc.","93","AWS EC2 (us-east-1)","10580","socks5","3887","1","2023-10-13T15:02:17.577Z","19","828","4253"
"45.116.230.79","elite","AS133301","IN","DWANIRINN","197","Dwan Supports P LTD","4673","socks4","4294","1","2023-10-13T15:02:16.534Z","97","4205","4341"
"58.18.43.34","elite","AS4837","CN","CNC Group CHINA169 Neimeng Province Network","377","N/A","10800","socks4","4502","1","2023-10-13T15:02:16.538Z","87","3749","4327"
"83.63.155.6","elite","AS3352","ES","Telefonica de Espana SAU","34","RIMA (Red IP Multi Acceso)","3128","socks4","5098","82","2023-10-13T15:02:16.541Z","22","933","4309"
"197.251.236.227","elite","AS29614","GH","Vodafone Ghana AS International Transit","192","ADSL FBB static IP","5678","socks4","4403","1","2023-10-13T15:02:16.536Z","99","4263","4290"
"92.60.190.22","elite","AS41540","UA","Wnet Ukraine LLC","87","Unlimitedfiber","59816","socks4","210","1","2023-10-13T15:02:16.451Z","49","2140","4411"
"177.125.161.38","elite","AS262346","BR","FP Telecomunicacoes Ltda","212","FP Telecomunicacoes Ltda","4145","socks4","4509","1","2023-10-13T15:02:16.540Z","78","3282","4187"
"31.172.189.205","elite","AS31242","PL","Fibertech Networks Sp. z o.o","47","Fibertech Networks Sp. z o.o.","1080","socks4","4704","1","2023-10-13T15:02:12.947Z","100","4260","4266"
"104.156.224.85","elite","AS20473","US","Choopa","99","GameServers.com","11184","socks4","4999","1","2023-10-13T15:02:12.847Z","93","3959","4251"
"168.119.209.189","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","60006","socks5","4707","1","2023-10-13T15:02:12.853Z","100","4332","4332"
"188.138.139.216","elite","AS31252","MD","SC STARNET SRL","109","SC Starnet SRL","4145","socks4","4312","1","2023-10-13T15:02:12.849Z","100","4412","4421"
"65.21.150.198","elite","AS24940","FI","Hetzner Online GmbH","38","Hetzner","3068","socks4","5194","1","2023-10-13T15:02:12.948Z","100","4409","4412"
"14.207.3.159","elite","AS45629","TH","Triple T Broadband Public Company Limited","203","Triple T Broadband Public Company Limited","5678","socks4","3006","1","2023-10-13T15:02:12.851Z","95","4141","4378"
"193.29.63.45","elite","AS63473","US","HostHatch LLC","92","HostHatch LLC","57299","socks4","4992","1","2023-10-13T15:02:12.949Z","100","4429","4435"
"58.55.134.85","elite","AS4134","CN","Chinanet","225","Chinanet HB","1080","socks5","4910","1","2023-10-13T15:02:12.848Z","69","2996","4365"
"89.219.34.146","elite","AS48716","KZ","PS Internet Company LLC","109","Pskz Hosting","10043","socks4","3909","1","2023-10-13T15:02:09.140Z","100","4264","4279"
"103.240.33.153","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","191","Vihaan","8291","socks4","4201","1","2023-10-13T15:02:09.144Z","99","4323","4379"
"103.210.35.40","elite","AS59151","ID","Diskominfo DIY","192","Bidang Layanan Teknologi dan Informasi Dinas Perhubungan","4145","socks4","5100","1","2023-10-13T15:02:09.148Z","97","4284","4406"
"54.37.91.252","elite","AS16276","DE","OVH SAS","11","OVH Ltd","63843","socks5","4895","1","2023-10-13T15:02:09.241Z","99","4240","4267"
"103.214.112.85","elite","AS136052","ID","PT Cloud Hosting Indonesia","302","PT Denbe Anugerah Solusindo","32323","socks5","3103","1","2023-10-13T15:02:08.084Z","49","2047","4173"
"175.6.140.135","elite","AS63835","CN","No.293, Wanbao Avenue","280","Chinanet HN","38801","socks5","4597","1","2023-10-13T15:02:05.647Z","83","3629","4371"
"45.112.125.53","elite","AS58369","ID","FIBERNET","164","N/A","4145","socks4","4905","1","2023-10-13T15:02:05.735Z","99","4232","4279"
"45.196.151.73","elite","AS7018","US","AT&T Services, Inc.","86","AQUA Networks Limited","5432","socks4","5089","1","2023-10-13T15:02:05.733Z","98","4228","4312"
"103.87.170.101","elite","AS55507","IN","Tejays Industries Pvt Ltd","184","Tejays Industries Pvt Ltd","5678","socks4","4906","1","2023-10-13T15:02:05.749Z","55","2414","4355"
"110.78.153.8","elite","AS131090","TH","CAT-BB","288","N/A","4145","socks4","3601","1","2023-10-13T15:02:05.652Z","84","3565","4231"
"195.110.38.190","elite","AS48715","IR","Sefroyek Pardaz Engineering Co. LTD","88","Sefroyek Pardaz Engineering Co. LTD","1080","socks5","4905","1","2023-10-13T15:02:05.747Z","28","1183","4273"
"94.181.174.77","elite","AS41754","RU","CJSC \"ER-Telecom Holding\" Penza branch","91","JSC \"ER-Telecom Holding\" Penza Branch","4153","socks5","4792","1","2023-10-13T15:02:05.641Z","99","4271","4305"
"77.79.187.74","elite","AS24955","RU","JSC \"Ufanet\"","72","JSC Ufanet","8080","socks4","3597","1","2023-10-13T15:02:02.145Z","100","4253","4261"
"194.195.240.60","elite","AS63949","DE","Akamai Technologies, Inc.","80","Linode","54210","socks4","5129","1","2023-10-13T15:02:02.043Z","85","3616","4249"
"108.175.24.1","elite","AS33258","US","Computer Solutions","194","Computer Solutions","13135","socks4","3489","2","2023-10-13T15:02:02.034Z","99","4362","4396"
"31.170.17.141","elite","AS42099","LV","DNET ITRisinajumi Ltd.","46","Sia Nano IT","4153","socks4","2010","1","2023-10-13T15:02:01.951Z","100","4376","4386"
